PA Code,NSC Code,NCES Code,AUN Code,ULCS Code,SRC School ID,School Name (ULCS),Publication Name,Abbreviated Name,Year Opened,School Level,Admission Type,Current Grade Span Served,Grade Span at Scale,Phasing-In ,Phasing-Out,Governance,Management Organization,School Reporting Category,Alternate Education Type,Major Intervention,Major Intervention Year,Community School,CTE Status,Title I Designation,Federal Accountability Designation,City Council District,Multiple Addresses,Street Address,City,State,Zip Code,Phone Number,Fax Number,Website,School Leader Name,Learning Network,Assistant Superintendent,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,lon,lat,attendance,el_cat,hi_cat
3649,N/A,4.21899E+11,126515001,2380,238,"MEREDITH, WILLIAM M. SCHOOL",William M. Meredith School,Meredith,1931,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,1,N/A,725 S. 5TH ST.,PHILADELPHIA,PA,19147,215-351-7360,215-351-7190,www.philasd.org/schools/meredith,LAUREN OVERTON,NEIGHBORHOOD NETWORK 3,SONYA HARRISON,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1506617,39.9395336,583,TRUE,FALSE
4868,N/A,4.21899E+11,126515001,2390,239,"MORRIS, ROBERT SCHOOL",Robert Morris School,Morris,1964,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,5,N/A,2600 W. THOMPSON ST.,PHILADELPHIA,PA,19121,215-684-5087,215-684-8881,www.philasd.org/schools/morris,CAROLYN WILLIAMS,NEIGHBORHOOD NETWORK 3,SONYA HARRISON,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1787982,39.9754594,349,TRUE,FALSE
7664,393526,4.21899E+11,126515001,2410,241,GIRARD ACADEMIC MUSIC PROGRAM,Girard Academic Music Program,GAMP,1914,MIDDLEHIGH,SPECIAL ADMIT,'05-12',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,REWARD (HIGH ACHIEVEMENT),2,N/A,2136 W. RITNER ST.,PHILADELPHIA,PA,19145,215-952-8589,215-952-6544,www.philasd.org/schools/gamp,CAROL DOMB,AUTONOMY NETWORK,JURATE KROKYS,0,0,0,0,0,1,1,1,1,1,1,1,1,-75.1831288,39.9216932,527,FALSE,TRUE
3635,N/A,4.21899E+11,126515001,2450,245,"STANTON, EDWIN M. SCHOOL",Edwin M. Stanton School,Stanton,1926,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,2,N/A,1700 CHRISTIAN ST.,PHILADELPHIA,PA,19146,215-875-3185,215-875-3711,www.philasd.org/schools/emstanton,STACEY BURNLEY,NEIGHBORHOOD NETWORK 1,DEB CARRERA,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1712944,39.9404918,344,TRUE,FALSE
5186,N/A,4.21899E+11,126515001,2470,247,"GREENFIELD, ALBERT M. SCHOOL",Albert M. Greenfield School,Greenfield,1970,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,2,N/A,2200 CHESTNUT ST.,PHILADELPHIA,PA,19103,215-299-3566,215-299-3567,www.centercityschools.com/Greenfield/,DANIEL LAZAR,NEIGHBORHOOD NETWORK 3,SONYA HARRISON,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1776838,39.9522667,608,TRUE,FALSE
3805,N/A,4.21899E+11,126515001,2480,248,"ARTHUR, CHESTER A. SCHOOL",Chester A. Arthur School,Arthur,1964,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,SCHOOL REDESIGN INITIATIVE,2015-2016,N/A,N/A,1,NO DESIGNATION,2,N/A,2000 CATHARINE ST.,PHILADELPHIA,PA,19146,215-875-5774,215-875-8057,www.philasd.org/schools/arthur,KIMBERLY NEWMAN,NEIGHBORHOOD NETWORK 1,DEB CARRERA,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1766086,39.941935,252,TRUE,FALSE
7225,N/A,4.21899E+11,126515001,2490,249,"WARING, LAURA W. SCHOOL",Laura W. Waring School,Waring,1956,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,FOCUS,5,N/A,1801 GREEN ST.,PHILADELPHIA,PA,19130,215-684-5073,215-684-5479,www.philasd.org/schools/waring,APRIL BROWN,NEIGHBORHOOD NETWORK 3,SONYA HARRISON,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1677,39.964919,315,TRUE,FALSE
3642,N/A,4.21899E+11,126515001,2510,251,"JACKSON, ANDREW SCHOOL",Andrew Jackson School,Jackson,1925,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,1,N/A,1213 S. 12TH ST.,PHILADELPHIA,PA,19147,215-952-6223,215-952-6488,www.philasd.org/schools/jackson,LISA CIARANCA-KAPLAN,NEIGHBORHOOD NETWORK 3,SONYA HARRISON,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1633849,39.9346353,546,TRUE,FALSE
7227,N/A,4.21899E+11,126515001,2520,252,"JENKS, ABRAM SCHOOL",Abram S. Jenks School,A.S. Jenks,1897,ELEMENTARY,NEIGHBORHOOD,'00-05',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,1,N/A,2501 S. 13TH ST.,PHILADELPHIA,PA,19148,215-952-6224,215-952-6407,www.philasd.org/schools/asjenks,SIOUDA DOUGLAS,NEIGHBORHOOD NETWORK 1,DEB CARRERA,1,1,1,1,1,1,0,0,0,0,0,0,0,-75.1682185,39.9188475,320,TRUE,FALSE
7228,N/A,4.21899E+11,126515001,2540,254,"KEY, FRANCIS SCOTT SCHOOL",Francis S. Key School,Key,1889,ELEMENTARY,NEIGHBORHOOD,'00-06',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,1,N/A,2230 S. 8TH ST.,PHILADELPHIA,PA,19148,215-952-6216,215-952-8505,www.philasd.org/schools/key,STEPHANIE MCKENNA,NEIGHBORHOOD NETWORK 1,DEB CARRERA,1,1,1,1,1,1,1,0,0,0,0,0,0,-75.1605471,39.9210316,498,TRUE,FALSE
3647,N/A,4.21899E+11,126515001,2580,258,"KIRKBRIDE, ELIZA B. SCHOOL",Eliza B. Kirkbride School,Kirkbride,1926,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,1,N/A,1501 S. 7TH ST.,PHILADELPHIA,PA,19147,215-952-6214,215-952-6253,www.philasd.org/schools/kirkbride,REBECCA JULIEN,NEIGHBORHOOD NETWORK 3,SONYA HARRISON,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1560886,39.9299136,583,TRUE,FALSE
3650,N/A,4.21899E+11,126515001,2590,259,"NEBINGER, GEORGE W. SCHOOL",George W. Nebinger School,Nebinger,1925,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,1,N/A,601 CARPENTER ST.,PHILADELPHIA,PA,19147,215-952-6202,215-952-6392,www.philasd.org/schools/nebinger,ANH BROWN,NEIGHBORHOOD NETWORK 3,SONYA HARRISON,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1538335,39.9367522,381,TRUE,FALSE
7904,393242,4.21899E+11,126515001,2620,262,ACADEMY AT PALUMBO,Academy at Palumbo,Palumbo,2006,HIGH,SPECIAL ADMIT,'09-12',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,REWARD (HIGH ACHIEVEMENT),2,N/A,1100 CATHARINE ST.,PHILADELPHIA,PA,19147,215-351-7618,215-351-7685,www.philasd.org/schools/palumbo,KIANA THOMPSON,AUTONOMY NETWORK,JURATE KROKYS,0,0,0,0,0,0,0,0,0,1,1,1,1,-75.1616977,39.9400309,885,FALSE,TRUE
3653,N/A,4.21899E+11,126515001,2630,263,"SHARSWOOD, GEORGE SCHOOL",George W. Sharswood School,Sharswood,1906,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,1,N/A,2300 S. 2ND ST.,PHILADELPHIA,PA,19148,215-952-6212,215-952-6405,www.philasd.org/schools/sharswood,MAUREEN SKALSKI,NEIGHBORHOOD NETWORK 3,SONYA HARRISON,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1509207,39.918777,577,TRUE,FALSE
3654,N/A,4.21899E+11,126515001,2640,264,SOUTHWARK SCHOOL,Southwark School,Southwark,1905,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,2016-2017,N/A,1,NO DESIGNATION,1,N/A,1835 S. 9TH ST.,PHILADELPHIA,PA,19148,215-952-8606,215-952-8670,www.philasd.org/schools/southwark/,ANDREW LUKOV,NEIGHBORHOOD NETWORK 1,DEB CARRERA,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1602384,39.925781,692,TRUE,FALSE
7906,393238,4.21899E+11,126515001,2650,265,SCIENCE LEADERSHIP ACADEMY,Science Leadership Academy,SLA,2006,HIGH,SPECIAL ADMIT,'09-12',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,PROGRAMS,1,REWARD (HIGH ACHIEVEMENT),5,N/A,55 N. 22ND ST.,PHILADELPHIA,PA,19103,215-979-5620,215-567-2809,www.scienceleadership.org,AARON GERWER,INNOVATION NETWORK,CHRIS LEHMANN,0,0,0,0,0,0,0,0,0,1,1,1,1,-75.1761723,39.9558206,493,FALSE,TRUE
7905,393250,4.21899E+11,126515001,2670,267,CONSTITUTION HIGH SCHOOL,Constitution High School,Constitution,2006,HIGH,CITYWIDE,'09-12',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,1,N/A,18 S. 7TH ST.,PHILADELPHIA,PA,19106,215-351-7310,215-351-7694,www.philasd.org/schools/constitution,BRIANNA DUNN,NEIGHBORHOOD NETWORK 3,SONYA HARRISON,0,0,0,0,0,0,0,0,0,1,1,1,1,-75.1524094,39.9502533,382,FALSE,TRUE
8330,393568,4.21899E+11,126515001,2680,268,SCIENCE LDSHP ACADEMY @ BEEBER,The Science Leadership Academy at Beeber,SLA at Beeber,2014,HIGH,SPECIAL ADMIT,'09-12',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,PROGRAMS,0,N/A,4,N/A,5925 MALVERN AVE.,PHILADELPHIA,PA,19131,215-581-2715,215-581-2109,http://slabeeber.org,CHRISTOPHER JOHNSON,INNOVATION NETWORK,CHRIS LEHMANN,0,0,0,0,0,0,0,0,0,1,1,1,1,-75.2421896,39.986454,361,FALSE,TRUE
3657,N/A,4.21899E+11,126515001,2690,269,"TAGGART, JOHN H. SCHOOL",John H. Taggart School,Taggart,1917,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,FOCUS,1,N/A,400 W. PORTER ST.,PHILADELPHIA,PA,19148,215-952-6228,215-952-8502,www.philasd.org/schools/taggart,NELSON REYES,NEIGHBORHOOD NETWORK 3,SONYA HARRISON,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1554501,39.9171828,502,TRUE,FALSE
8294,N/A,4.21899E+11,126515001,2720,272,VARE-WASHINGTON ELEMENTARY,Vare-Washington School,Vare-Washington,1903,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,1,N/A,1198 S. 5TH ST.,PHILADELPHIA,PA,19147,215-952-8620,215-952-8508,www.philasd.org/schools/avare,ZACHARY DUBERSTEIN,NEIGHBORHOOD NETWORK 3,SONYA HARRISON,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1528082,39.933953,419,TRUE,FALSE
3857,393420,4.21899E+11,126515001,4020,402,OVERBROOK HIGH SCHOOL,Overbrook High School,Overbrook High,1926,HIGH,NEIGHBORHOOD,'09-12',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,PROGRAMS,1,PRIORITY,4,N/A,5898 LANCASTER AVE.,PHILADELPHIA,PA,19131,215-581-5507,215-581-3406,www.philasd.org/schools/overbrookhs,YVETTE JACKSON,NEIGHBORHOOD NETWORK 2,RAHSHENE DAVIS-BOWIE,0,0,0,0,0,0,0,0,0,1,1,1,1,-75.2385627,39.9811217,634,FALSE,TRUE
7023,393342,4.21899E+11,126515001,4030,403,ENGINEERING & SCIENCE HIGH,High School of Engineering and Science,Carver,1949,MIDDLEHIGH,SPECIAL ADMIT,'07-12',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,PROGRAMS,1,REWARD (HIGH ACHIEVEMENT),5,N/A,1600 W. NORRIS ST.,PHILADELPHIA,PA,19121,215-684-5079,215-684-5151,www.carver.phila.k12.pa.us,TED DOMERS,AUTONOMY NETWORK,JURATE KROKYS,0,0,0,0,0,0,0,1,1,1,1,1,1,-75.1607916,39.9834098,873,FALSE,TRUE
3841,393395,4.21899E+11,126515001,4060,406,"DOBBINS, MURRELL HIGH SCHOOL",Murrell Dobbins Career and Technical High School,Dobbins,1938,HIGH,CITYWIDE,'09-12',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,2016-2017,COMPREHENSIVE,1,FOCUS,5,N/A,2150 W. LEHIGH AVE.,PHILADELPHIA,PA,19132,215-227-4421,215-227-4944,www.philasd.org/schools/dobbins,TONI DAMON,NEIGHBORHOOD NETWORK 4,JOHN TUPPONCE,0,0,0,0,0,0,0,0,0,1,1,1,1,-75.1665769,39.9951076,596,FALSE,TRUE
7238,N/A,4.21899E+11,126515001,4100,410,"BEEBER, DIMNER MIDDLE SCHOOL",Dimner Beeber School,Dimner Beeber,1933,MIDDLE,NEIGHBORHOOD,'08-08',N/A,0,1,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,FOCUS,4,N/A,5925 MALVERN AVE.,PHILADELPHIA,PA,19131,215-581-5513,215-581-5694,www.philasd.org/schools/beeber,KHARY MOODY,NEIGHBORHOOD NETWORK 2,RAHSHENE DAVIS-BOWIE,0,0,0,0,0,0,0,0,1,0,0,0,0,-75.2421396,39.9864498,189,TRUE,FALSE
7255,393531,4.21899E+11,126515001,4140,414,STRAWBERRY MANSION HIGH SCHOOL,Strawberry Mansion High School,Strawberry Mansion,1964,HIGH,NEIGHBORHOOD,'09-12',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,TURNAROUND,2014-2015,N/A,PROGRAMS,1,PRIORITY,5,N/A,3133 RIDGE AVE.,PHILADELPHIA,PA,19121,215-684-5089,215-684-5380,www.philasd.org/schools/strawberry,LINDA CLIATT WAYMAN,TURNAROUND NETWORK,ERIC BECOATS,0,0,0,0,0,0,0,0,0,1,1,1,1,-75.1840863,39.990484,386,FALSE,TRUE
3662,N/A,4.21899E+11,126515001,4220,422,"BLAINE, JAMES G. SCHOOL",James G. Blaine School,Blaine,1966,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,FOCUS,5,N/A,3001 W. BERKS ST.,PHILADELPHIA,PA,19121,215-684-5085,215-684-8858,www.philasd.org/schools/blaine,GIANEEN POWELL,NEIGHBORHOOD NETWORK 4,JOHN TUPPONCE,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1829393,39.9851965,533,TRUE,FALSE
3664,N/A,4.21899E+11,126515001,4240,424,"CASSIDY,LEWIS C ACADEMICS PLUS",Lewis C. Cassidy Academics Plus School,Cassidy,1924,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-07','00-08',1,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,4,N/A,6523 LANSDOWNE AVE.,PHILADELPHIA,PA,19151,215-581-5506,215-581-5581,www.philasd.org/schools/cassidy,TANGELA MCCLAM,NEIGHBORHOOD NETWORK 2,RAHSHENE DAVIS-BOWIE,1,1,1,1,1,1,1,1,0,0,0,0,0,-75.2506406,39.9754261,511,TRUE,FALSE
3786,N/A,4.21899E+11,126515001,4270,427,"DICK, WILLIAM SCHOOL",William Dick School,William Dick,1954,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,FOCUS,5,N/A,2498 W. DIAMOND ST.,PHILADELPHIA,PA,19121,215-684-5081,215-684-8995,www.philasd.org/schools/dick,AMY WILLIAMS,NEIGHBORHOOD NETWORK 4,JOHN TUPPONCE,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1738727,39.9866421,547,TRUE,FALSE
3668,N/A,4.21899E+11,126515001,4280,428,"GOMPERS, SAMUEL SCHOOL",Samuel Gompers School,Gompers,1968,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-07','00-08',1,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,FOCUS,4,N/A,5701 WYNNEFIELD AVE.,PHILADELPHIA,PA,19131,215-581-5503,215-581-5686,www.philasd.org/schools/gompers,PHILLIP DELUCA,NEIGHBORHOOD NETWORK 2,RAHSHENE DAVIS-BOWIE,1,1,1,1,1,1,1,1,0,0,0,0,0,-75.2380613,39.9924774,385,TRUE,FALSE
5187,N/A,4.21899E+11,126515001,4300,430,"HESTON, EDWARD SCHOOL",Edward Heston School,Heston,1970,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,FOCUS,3,N/A,1621 N. 54TH ST.,PHILADELPHIA,PA,19131,215-581-5514,215-581-5724,www.philasd.org/schools/heston,ANGELA EDWARDS,NEIGHBORHOOD NETWORK 2,RAHSHENE DAVIS-BOWIE,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.2294922,39.9777073,521,TRUE,FALSE
3670,N/A,4.21899E+11,126515001,4320,432,"LAMBERTON,ROBERT E ELEMENTARY",Robert E. Lamberton School,Lamberton,1949,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,4,N/A,7501 WOODBINE AVE.,PHILADELPHIA,PA,19151,215-581-5650,215-581-3403,www.philasd.org/schools/lamberton,YVETTE DUPERON,NEIGHBORHOOD NETWORK 2,RAHSHENE DAVIS-BOWIE,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.2660305,39.9757572,565,TRUE,FALSE
8292,N/A,4.21899E+11,126515001,4350,435,RHODES ELEMENTARY SCHOOL,E. Washington Rhodes School,Rhodes,2013,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,TURNAROUND,2016-2017,N/A,N/A,1,FOCUS,4,N/A,2900 W. CLEARFIELD ST.,PHILADELPHIA,PA,19132,215-227-4402,215-227-4926,www.philasd.org/schools/rhodes-elementary,ANDREA COLEMAN-HILL,TURNAROUND NETWORK,ERIC BECOATS,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1782608,40.0025654,569,TRUE,FALSE
8389,N/A,N/A,126515001,4360,436,KENDERTON ELEMENTARY,Kenderton Elementary School,Kenderton,2016,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,N/A,1500 W. ONTARIO ST.,PHILADELPHIA,PA,19140,215-400-8340,215-400-8341,N/A,"RUTH JOHNSON PRESSLE, PAMELA REDMOND",NEIGHBORHOOD NETWORK 4,JOHN TUPPONCE,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1539916,40.0053069,885,TRUE,FALSE
7472,N/A,4.21899E+11,126515001,4370,437,OVERBROOK ELEMENTARY SCHOOL,Overbrook School,Overbrook Elem,1990,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-07','00-08',1,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,REWARD (HIGH PROGRESS),4,N/A,2032 N. 62ND ST.,PHILADELPHIA,PA,19151,215-581-5691,215-581-2175,www.philasd.org/schools/overbrook,MICHELLE HAYES FLORES,NEIGHBORHOOD NETWORK 2,RAHSHENE DAVIS-BOWIE,1,1,1,1,1,1,1,1,0,0,0,0,0,-75.245613,39.9819002,231,TRUE,FALSE
3675,N/A,4.21899E+11,126515001,4380,438,"PEIRCE, THOMAS M. SCHOOL",Thomas M. Peirce School,Peirce,1908,ELEMENTARY,NEIGHBORHOOD,'00-06',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,PRIORITY,8,N/A,2300 W. CAMBRIA ST.,PHILADELPHIA,PA,19132,215-227-4411,215-227-4599,www.philasd.org/schools/tmpeirce,ANTHONY GORDON,NEIGHBORHOOD NETWORK 4,JOHN TUPPONCE,1,1,1,1,1,1,1,0,0,0,0,0,0,-75.1681919,39.9984691,460,TRUE,FALSE
5292,N/A,4.21899E+11,126515001,4440,444,"ALLEN, DR. ETHEL SCHOOL",Dr. Ethel Allen School,Ethel Allen,1971,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,TURNAROUND,2010-2011,N/A,N/A,1,PRIORITY,5,N/A,3200 W. LEHIGH AVE.,PHILADELPHIA,PA,19132,215-227-4404,215-227-2971,www.philasd.org/schools/ethelallen,STEFAN FEASTER-EBERHARDT,TURNAROUND NETWORK,ERIC BECOATS,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1839951,39.9971422,570,TRUE,FALSE
5040,N/A,4.21899E+11,126515001,4460,446,"DUCKREY, TANNER SCHOOL",Tanner G. Duckrey School,Duckrey,1968,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,FOCUS,5,N/A,1501 W. DIAMOND ST.,PHILADELPHIA,PA,19121,215-684-5066,215-684-8927,www.philasd.org/schools/duckrey,DAVID COHEN,NEIGHBORHOOD NETWORK 4,JOHN TUPPONCE,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1585511,39.9858998,624,TRUE,FALSE
5188,N/A,4.21899E+11,126515001,4470,447,"WRIGHT, RICHARD R. SCHOOL",Richard R. Wright School,Wright,1970,ELEMENTARY,NEIGHBORHOOD,'00-05',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,PRIORITY,5,N/A,2700 W. DAUPHIN ST.,PHILADELPHIA,PA,19132,215-684-5076,215-684-7018,www.philasd.org/schools/wright,JEANNINE PAYNE,NEIGHBORHOOD NETWORK 4,JOHN TUPPONCE,1,1,1,1,1,1,0,0,0,0,0,0,0,-75.1775205,39.9896287,408,TRUE,FALSE
6960,N/A,4.21899E+11,126515001,4480,448,OVERBROOK EDUCATIONAL CENTER,Overbrook Educational Center,Overbrook EC,1986,ELEMENTARYMIDDLE,CITYWIDE,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,NO DESIGNATION,4,N/A,6722 LANSDOWNE AVE.,PHILADELPHIA,PA,19151,215-581-5890,215-581-5677,www.philasd.org/schools/oec,MEREDITH FOOTE,AUTONOMY NETWORK,JURATE KROKYS,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.2548247,39.9738143,260,TRUE,FALSE
3625,N/A,4.21899E+11,126515001,4530,453,"GIDEON, EDWARD SCHOOL",Edward Gideon School,Gideon,1952,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,2016-2017,N/A,1,FOCUS,5,N/A,2817 W. GLENWOOD AVE.,PHILADELPHIA,PA,19121,215-684-5072,215-684-8917,www.philasd.org/schools/gideon,SHAUNEILLE TAYLOR,NEIGHBORHOOD NETWORK 4,JOHN TUPPONCE,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1806211,39.9845391,323,TRUE,FALSE
3626,N/A,4.21899E+11,126515001,4560,456,"KELLEY, WILLIAM D. SCHOOL",William D. Kelley School,Kelley,1965,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,PRIORITY,5,N/A,1601 N. 28TH ST.,PHILADELPHIA,PA,19121,215-684-5071,215-684-5179,www.philasd.org/schools/kelley,AMELIA COLEMAN,NEIGHBORHOOD NETWORK 4,JOHN TUPPONCE,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1802563,39.9807243,423,TRUE,FALSE
3630,N/A,4.21899E+11,126515001,4570,457,"MEADE, GEN. GEORGE G. SCHOOL",General George G. Meade School,Meade,1937,ELEMENTARYMIDDLE,NEIGHBORHOOD,'00-08',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,N/A,N/A,N/A,N/A,1,PRIORITY,5,N/A,1600 N. 18TH ST.,PHILADELPHIA,PA,19121,215-684-5062,215-684-7006,www.philasd.org/schools/meade,DONNA SMITH,NEIGHBORHOOD NETWORK 3,SONYA HARRISON,1,1,1,1,1,1,1,1,1,0,0,0,0,-75.1647184,39.978648,409,TRUE,FALSE
3849,393542,4.21899E+11,126515001,5020,502,"EDISON, THOMAS A. HIGH SCHOOL",Thomas A. Edison High School,Edison,1985,HIGH,NEIGHBORHOOD,'09-12',N/A,0,0,DISTRICT,N/A,SDP K12 SCHOOLS,N/A,TURNAROUND,2014-2015,N/A,COMPREHENSIVE,1,PRIORITY,7,N/A,151 W. LUZERNE ST.,PHILADELPHIA,PA,19140,215-324-9599,215-329-5824,www.philasd.org/schools/edison,AWILDA ORTIZ,TURNAROUND NETWORK,ERIC BECOATS,0,0,0,0,0,0,0,0,0,1,1,1,1,-75.1295072,40.0118745,1214,FALSE,TRUE
